Year,State,Species,,Total catch PSE (proportional standard error),Total effort by number of directed trips,Total effort PSE,CPUE (which is catch/effort)
1988,Virginia,COBIA,,,,,
1996,Virginia,COBIA,,,,,
2009,Virginia,COBIA,,,,,
1982,Connecticut,SUMMER FLOUNDER,,,,,
1989,Connecticut,SUMMER FLOUNDER,,,,,
,,,,,,,
1991,Connecticut,SUMMER FLOUNDER,,,,,
1993,Connecticut,SUMMER FLOUNDER,,,,,
1994,Connecticut,SUMMER FLOUNDER,,,,,
1995,Connecticut,SUMMER FLOUNDER,,,,,
1997,Connecticut,SUMMER FLOUNDER,,,,,
1998,Connecticut,SUMMER FLOUNDER,,,,,
1999,Connecticut,SUMMER FLOUNDER,,,,,
2001,Connecticut,SUMMER FLOUNDER,,,,,
2002,Connecticut,SUMMER FLOUNDER,,,,,
2003,Connecticut,SUMMER FLOUNDER,,,,,
2004,Connecticut,SUMMER FLOUNDER,,,,,
2005,Connecticut,SUMMER FLOUNDER,,,,,
2006,Connecticut,SUMMER FLOUNDER,,,,,
2007,Connecticut,SUMMER FLOUNDER,,,,,
2008,Connecticut,SUMMER FLOUNDER,,,,,
2009,Connecticut,SUMMER FLOUNDER,,,,,
2010,Connecticut,SUMMER FLOUNDER,,,,,
2011,Connecticut,SUMMER FLOUNDER,,,,,
2012,Connecticut,SUMMER FLOUNDER,,,,,
1981,Georgia,SUMMER FLOUNDER,,,,,
1982,Georgia,SUMMER FLOUNDER,,,,,
1983,Georgia,SUMMER FLOUNDER,,,,,
1984,Georgia,SUMMER FLOUNDER,,,,,
1985,Georgia,SUMMER FLOUNDER,,,,,
1986,Georgia,SUMMER FLOUNDER,,,,,
1988,Georgia,SUMMER FLOUNDER,,,,,
1989,Georgia,SUMMER FLOUNDER,,,,,
1990,Georgia,SUMMER FLOUNDER,,,,,
1991,Georgia,SUMMER FLOUNDER,,,,,
1993,Georgia,SUMMER FLOUNDER,,,,,
1994,Georgia,SUMMER FLOUNDER,,,,,
1995,Georgia,SUMMER FLOUNDER,,,,,
1996,Georgia,SUMMER FLOUNDER,,,,,
1997,Georgia,SUMMER FLOUNDER,,,,,
2001,Georgia,SUMMER FLOUNDER,,,,,
2002,Georgia,SUMMER FLOUNDER,,,,,
2003,Georgia,SUMMER FLOUNDER,,,,,
2010,Georgia,SUMMER FLOUNDER,,,,,
2013,Georgia,SUMMER FLOUNDER,,,,,
2014,Georgia,SUMMER FLOUNDER,,,,,
2021,Georgia,SUMMER FLOUNDER,,,,,
1982,Maine,SUMMER FLOUNDER,,,,,
1983,Maine,SUMMER FLOUNDER,,,,,
1984,Maine,SUMMER FLOUNDER,,,,,
1985,Maine,SUMMER FLOUNDER,,,,,
1986,Maine,SUMMER FLOUNDER,,,,,
1987,Maine,SUMMER FLOUNDER,,,,,
1988,Maine,SUMMER FLOUNDER,,,,,
1989,Maine,SUMMER FLOUNDER,,,,,
1990,Maine,SUMMER FLOUNDER,,,,,
1991,Maine,SUMMER FLOUNDER,,,,,
1992,Maine,SUMMER FLOUNDER,,,,,
1993,Maine,SUMMER FLOUNDER,,,,,
1994,Maine,SUMMER FLOUNDER,,,,,
1995,Maine,SUMMER FLOUNDER,,,,,
1996,Maine,SUMMER FLOUNDER,,,,,
1997,Maine,SUMMER FLOUNDER,,,,,
1999,Maine,SUMMER FLOUNDER,,,,,
2000,Maine,SUMMER FLOUNDER,,,,,
2001,Maine,SUMMER FLOUNDER,,,,,
2002,Maine,SUMMER FLOUNDER,,,,,
2003,Maine,SUMMER FLOUNDER,,,,,
2004,Maine,SUMMER FLOUNDER,,,,,
2005,Maine,SUMMER FLOUNDER,,,,,
2006,Maine,SUMMER FLOUNDER,,,,,
2007,Maine,SUMMER FLOUNDER,,,,,
2008,Maine,SUMMER FLOUNDER,,,,,
2009,Maine,SUMMER FLOUNDER,,,,,
2011,Maine,SUMMER FLOUNDER,,,,,
2012,Maine,SUMMER FLOUNDER,,,,,
2013,Maine,SUMMER FLOUNDER,,,,,
2014,Maine,SUMMER FLOUNDER,,,,,
2015,Maine,SUMMER FLOUNDER,,,,,
2016,Maine,SUMMER FLOUNDER,,,,,
2017,Maine,SUMMER FLOUNDER,,,,,
2018,Maine,SUMMER FLOUNDER,,,,,
2019,Maine,SUMMER FLOUNDER,,,,,
2020,Maine,SUMMER FLOUNDER,,,,,
2021,Maine,SUMMER FLOUNDER,,,,,
2022,Maine,SUMMER FLOUNDER,,,,,
1981,New Hampshire,SUMMER FLOUNDER,,,,,
1982,New Hampshire,SUMMER FLOUNDER,,,,,
1983,New Hampshire,SUMMER FLOUNDER,,,,,
1984,New Hampshire,SUMMER FLOUNDER,,,,,
1985,New Hampshire,SUMMER FLOUNDER,,,,,
1986,New Hampshire,SUMMER FLOUNDER,,,,,
1992,New Hampshire,SUMMER FLOUNDER,,,,,
1997,New Hampshire,SUMMER FLOUNDER,,,,,
2001,New Hampshire,SUMMER FLOUNDER,,,,,
2002,New Hampshire,SUMMER FLOUNDER,,,,,
2003,New Hampshire,SUMMER FLOUNDER,,,,,
2004,New Hampshire,SUMMER FLOUNDER,,,,,
2005,New Hampshire,SUMMER FLOUNDER,,,,,
2006,New Hampshire,SUMMER FLOUNDER,,,,,
2010,New Hampshire,SUMMER FLOUNDER,,,,,
2011,New Hampshire,SUMMER FLOUNDER,,,,,
2013,New Hampshire,SUMMER FLOUNDER,,,,,
2015,New Hampshire,SUMMER FLOUNDER,,,,,
2016,New Hampshire,SUMMER FLOUNDER,,,,,
2017,New Hampshire,SUMMER FLOUNDER,,,,,
2018,New Hampshire,SUMMER FLOUNDER,,,,,
2019,New Hampshire,SUMMER FLOUNDER,,,,,
2020,New Hampshire,SUMMER FLOUNDER,,,,,
2021,New Hampshire,SUMMER FLOUNDER,,,,,
2022,New Hampshire,SUMMER FLOUNDER,,,,,
2022,North Carolina,SUMMER FLOUNDER,,,,,
1985,South Carolina,SUMMER FLOUNDER,,,,,
1986,South Carolina,SUMMER FLOUNDER,,,,,
1995,South Carolina,SUMMER FLOUNDER,,,,,
1998,South Carolina,SUMMER FLOUNDER,,,,,
2001,South Carolina,SUMMER FLOUNDER,,,,,
2014,South Carolina,SUMMER FLOUNDER,,,,,
2015,South Carolina,SUMMER FLOUNDER,,,,,
2016,South Carolina,SUMMER FLOUNDER,,,,,
2017,South Carolina,SUMMER FLOUNDER,,,,,
2020,South Carolina,SUMMER FLOUNDER,,,,,
2021,South Carolina,SUMMER FLOUNDER,,,,,
2022,South Carolina,SUMMER FLOUNDER,,,,,
1981,Delaware,WINTER FLOUNDER,,,,,
1982,Delaware,WINTER FLOUNDER,,,,,
1983,Delaware,WINTER FLOUNDER,,,,,
1984,Delaware,WINTER FLOUNDER,,,,,
1985,Delaware,WINTER FLOUNDER,,,,,
1986,Delaware,WINTER FLOUNDER,,,,,
1988,Delaware,WINTER FLOUNDER,,,,,
1989,Delaware,WINTER FLOUNDER,,,,,
1991,Delaware,WINTER FLOUNDER,,,,,
1992,Delaware,WINTER FLOUNDER,,,,,
1993,Delaware,WINTER FLOUNDER,,,,,
1994,Delaware,WINTER FLOUNDER,,,,,
1995,Delaware,WINTER FLOUNDER,,,,,
1996,Delaware,WINTER FLOUNDER,,,,,
1997,Delaware,WINTER FLOUNDER,,,,,
1999,Delaware,WINTER FLOUNDER,,,,,
2000,Delaware,WINTER FLOUNDER,,,,,
2002,Delaware,WINTER FLOUNDER,,,,,
2003,Delaware,WINTER FLOUNDER,,,,,
2004,Delaware,WINTER FLOUNDER,,,,,
2005,Delaware,WINTER FLOUNDER,,,,,
2006,Delaware,WINTER FLOUNDER,,,,,
2008,Delaware,WINTER FLOUNDER,,,,,
2011,Delaware,WINTER FLOUNDER,,,,,
2013,Delaware,WINTER FLOUNDER,,,,,
2014,Delaware,WINTER FLOUNDER,,,,,
2016,Delaware,WINTER FLOUNDER,,,,,
2017,Delaware,WINTER FLOUNDER,,,,,
2019,Delaware,WINTER FLOUNDER,,,,,
2022,Delaware,WINTER FLOUNDER,,,,,
1981,Maryland,WINTER FLOUNDER,,,,,
1982,Maryland,WINTER FLOUNDER,,,,,
1983,Maryland,WINTER FLOUNDER,,,,,
1984,Maryland,WINTER FLOUNDER,,,,,
1985,Maryland,WINTER FLOUNDER,,,,,
1986,Maryland,WINTER FLOUNDER,,,,,
1987,Maryland,WINTER FLOUNDER,,,,,
1988,Maryland,WINTER FLOUNDER,,,,,
1989,Maryland,WINTER FLOUNDER,,,,,
1991,Maryland,WINTER FLOUNDER,,,,,
1992,Maryland,WINTER FLOUNDER,,,,,
1993,Maryland,WINTER FLOUNDER,,,,,
1994,Maryland,WINTER FLOUNDER,,,,,
1995,Maryland,WINTER FLOUNDER,,,,,
1996,Maryland,WINTER FLOUNDER,,,,,
1997,Maryland,WINTER FLOUNDER,,,,,
1998,Maryland,WINTER FLOUNDER,,,,,
1999,Maryland,WINTER FLOUNDER,,,,,
2000,Maryland,WINTER FLOUNDER,,,,,
2001,Maryland,WINTER FLOUNDER,,,,,
2002,Maryland,WINTER FLOUNDER,,,,,
2003,Maryland,WINTER FLOUNDER,,,,,
2004,Maryland,WINTER FLOUNDER,,,,,
2005,Maryland,WINTER FLOUNDER,,,,,
2006,Maryland,WINTER FLOUNDER,,,,,
2007,Maryland,WINTER FLOUNDER,,,,,
2008,Maryland,WINTER FLOUNDER,,,,,
2009,Maryland,WINTER FLOUNDER,,,,,
2010,Maryland,WINTER FLOUNDER,,,,,
2011,Maryland,WINTER FLOUNDER,,,,,
2012,Maryland,WINTER FLOUNDER,,,,,
2013,Maryland,WINTER FLOUNDER,,,,,
2014,Maryland,WINTER FLOUNDER,,,,,
2015,Maryland,WINTER FLOUNDER,,,,,
2016,Maryland,WINTER FLOUNDER,,,,,
2017,Maryland,WINTER FLOUNDER,,,,,
2018,Maryland,WINTER FLOUNDER,,,,,
2019,Maryland,WINTER FLOUNDER,,,,,
2020,Maryland,WINTER FLOUNDER,,,,,
2021,Maryland,WINTER FLOUNDER,,,,,
2022,Maryland,WINTER FLOUNDER,,,,,
2022,New Jersey,WINTER FLOUNDER,,,,,
1981,Virginia,WINTER FLOUNDER,,,,,
1982,Virginia,WINTER FLOUNDER,,,,,
1983,Virginia,WINTER FLOUNDER,,,,,
1984,Virginia,WINTER FLOUNDER,,,,,
1985,Virginia,WINTER FLOUNDER,,,,,
1986,Virginia,WINTER FLOUNDER,,,,,
1987,Virginia,WINTER FLOUNDER,,,,,
1990,Virginia,WINTER FLOUNDER,,,,,
1991,Virginia,WINTER FLOUNDER,,,,,
1992,Virginia,WINTER FLOUNDER,,,,,
1993,Virginia,WINTER FLOUNDER,,,,,
1994,Virginia,WINTER FLOUNDER,,,,,
1995,Virginia,WINTER FLOUNDER,,,,,
1996,Virginia,WINTER FLOUNDER,,,,,
1998,Virginia,WINTER FLOUNDER,,,,,
2000,Virginia,WINTER FLOUNDER,,,,,
2001,Virginia,WINTER FLOUNDER,,,,,
2002,Virginia,WINTER FLOUNDER,,,,,
2003,Virginia,WINTER FLOUNDER,,,,,
2004,Virginia,WINTER FLOUNDER,,,,,
2005,Virginia,WINTER FLOUNDER,,,,,
2006,Virginia,WINTER FLOUNDER,,,,,
2007,Virginia,WINTER FLOUNDER,,,,,
2008,Virginia,WINTER FLOUNDER,,,,,
2009,Virginia,WINTER FLOUNDER,,,,,
2010,Virginia,WINTER FLOUNDER,,,,,
2011,Virginia,WINTER FLOUNDER,,,,,
2012,Virginia,WINTER FLOUNDER,,,,,
2013,Virginia,WINTER FLOUNDER,,,,,
2014,Virginia,WINTER FLOUNDER,,,,,
2015,Virginia,WINTER FLOUNDER,,,,,
2016,Virginia,WINTER FLOUNDER,,,,,
2017,Virginia,WINTER FLOUNDER,,,,,
2018,Virginia,WINTER FLOUNDER,,,,,
2019,Virginia,WINTER FLOUNDER,,,,,
2020,Virginia,WINTER FLOUNDER,,,,,
2021,Virginia,WINTER FLOUNDER,,,,,
2022,Virginia,WINTER FLOUNDER,,,,,
1988,Maine,WINTER FLOUNDER,,,,,
1991,Maine,WINTER FLOUNDER,,,,,
1992,Maine,WINTER FLOUNDER,,,,,
1993,Maine,WINTER FLOUNDER,,,,,
1995,Maine,WINTER FLOUNDER,,,,,
1996,Maine,WINTER FLOUNDER,,,,,
2000,Maine,WINTER FLOUNDER,,,,,
2001,Maine,WINTER FLOUNDER,,,,,
2002,Maine,WINTER FLOUNDER,,,,,
2003,Maine,WINTER FLOUNDER,,,,,
2004,Maine,WINTER FLOUNDER,,,,,
2005,Maine,WINTER FLOUNDER,,,,,
2006,Maine,WINTER FLOUNDER,,,,,
2007,Maine,WINTER FLOUNDER,,,,,
2010,Maine,WINTER FLOUNDER,,,,,
2011,Maine,WINTER FLOUNDER,,,,,
2012,Maine,WINTER FLOUNDER,,,,,
2015,Maine,WINTER FLOUNDER,,,,,
2018,Maine,WINTER FLOUNDER,,,,,
2019,Maine,WINTER FLOUNDER,,,,,
1985,New Hampshire,WINTER FLOUNDER,,,,,
2010,Rhode Island,WINTER FLOUNDER,,,,,
2013,Rhode Island,WINTER FLOUNDER,,,,,
1988,Connecticut,WINTER FLOUNDER,,,,,
1989,Connecticut,WINTER FLOUNDER,,,,,
1990,Connecticut,WINTER FLOUNDER,,,,,
1991,Connecticut,WINTER FLOUNDER,,,,,
1993,Connecticut,WINTER FLOUNDER,,,,,
1994,Connecticut,WINTER FLOUNDER,,,,,
1995,Connecticut,WINTER FLOUNDER,,,,,
1996,Connecticut,WINTER FLOUNDER,,,,,
1997,Connecticut,WINTER FLOUNDER,,,,,
1998,Connecticut,WINTER FLOUNDER,,,,,
1999,Connecticut,WINTER FLOUNDER,,,,,
2000,Connecticut,WINTER FLOUNDER,,,,,
2001,Connecticut,WINTER FLOUNDER,,,,,
2002,Connecticut,WINTER FLOUNDER,,,,,
2003,Connecticut,WINTER FLOUNDER,,,,,
2004,Connecticut,WINTER FLOUNDER,,,,,
2005,Connecticut,WINTER FLOUNDER,,,,,
2006,Connecticut,WINTER FLOUNDER,,,,,
2007,Connecticut,WINTER FLOUNDER,,,,,
2008,Connecticut,WINTER FLOUNDER,,,,,
2009,Connecticut,WINTER FLOUNDER,,,,,
2010,Connecticut,WINTER FLOUNDER,,,,,
2011,Connecticut,WINTER FLOUNDER,,,,,
2012,Connecticut,WINTER FLOUNDER,,,,,
2014,Connecticut,WINTER FLOUNDER,,,,,
2015,Connecticut,WINTER FLOUNDER,,,,,
2016,Connecticut,WINTER FLOUNDER,,,,,
2017,Connecticut,WINTER FLOUNDER,,,,,
2018,Connecticut,WINTER FLOUNDER,,,,,
2020,Connecticut,WINTER FLOUNDER,,,,,
2022,Connecticut,WINTER FLOUNDER,,,,,
2013,New York,WINTER FLOUNDER,,,,,
1981,Delaware,YELLOWFIN TUNA,,,,,
1982,Delaware,YELLOWFIN TUNA,,,,,
1983,Delaware,YELLOWFIN TUNA,,,,,
1984,Delaware,YELLOWFIN TUNA,,,,,
1985,Delaware,YELLOWFIN TUNA,,,,,
1986,Delaware,YELLOWFIN TUNA,,,,,
1987,Delaware,YELLOWFIN TUNA,,,,,
1988,Delaware,YELLOWFIN TUNA,,,,,
1981,Maryland,YELLOWFIN TUNA,,,,,
1982,Maryland,YELLOWFIN TUNA,,,,,
1984,Maryland,YELLOWFIN TUNA,,,,,
2012,Maryland,YELLOWFIN TUNA,,,,,
1982,New Jersey,YELLOWFIN TUNA,,,,,
1983,New Jersey,YELLOWFIN TUNA,,,,,
1984,New Jersey,YELLOWFIN TUNA,,,,,
1982,North Carolina,YELLOWFIN TUNA,,,,,
1984,North Carolina,YELLOWFIN TUNA,,,,,
1981,Virginia,YELLOWFIN TUNA,,,,,
1982,Virginia,YELLOWFIN TUNA,,,,,
1990,Virginia,YELLOWFIN TUNA,,,,,
2010,Virginia,YELLOWFIN TUNA,,,,,
1981,Maine,YELLOWFIN TUNA,,,,,
1982,Maine,YELLOWFIN TUNA,,,,,
1983,Maine,YELLOWFIN TUNA,,,,,
1984,Maine,YELLOWFIN TUNA,,,,,
1985,Maine,YELLOWFIN TUNA,,,,,
1986,Maine,YELLOWFIN TUNA,,,,,
1987,Maine,YELLOWFIN TUNA,,,,,
1988,Maine,YELLOWFIN TUNA,,,,,
1989,Maine,YELLOWFIN TUNA,,,,,
1990,Maine,YELLOWFIN TUNA,,,,,
1991,Maine,YELLOWFIN TUNA,,,,,
1992,Maine,YELLOWFIN TUNA,,,,,
1993,Maine,YELLOWFIN TUNA,,,,,
1994,Maine,YELLOWFIN TUNA,,,,,
1995,Maine,YELLOWFIN TUNA,,,,,
1996,Maine,YELLOWFIN TUNA,,,,,
1997,Maine,YELLOWFIN TUNA,,,,,
1998,Maine,YELLOWFIN TUNA,,,,,
1999,Maine,YELLOWFIN TUNA,,,,,
2000,Maine,YELLOWFIN TUNA,,,,,
2001,Maine,YELLOWFIN TUNA,,,,,
2002,Maine,YELLOWFIN TUNA,,,,,
2003,Maine,YELLOWFIN TUNA,,,,,
2004,Maine,YELLOWFIN TUNA,,,,,
2005,Maine,YELLOWFIN TUNA,,,,,
2006,Maine,YELLOWFIN TUNA,,,,,
2007,Maine,YELLOWFIN TUNA,,,,,
2008,Maine,YELLOWFIN TUNA,,,,,
2009,Maine,YELLOWFIN TUNA,,,,,
2010,Maine,YELLOWFIN TUNA,,,,,
2011,Maine,YELLOWFIN TUNA,,,,,
2012,Maine,YELLOWFIN TUNA,,,,,
2013,Maine,YELLOWFIN TUNA,,,,,
2014,Maine,YELLOWFIN TUNA,,,,,
2015,Maine,YELLOWFIN TUNA,,,,,
2016,Maine,YELLOWFIN TUNA,,,,,
2017,Maine,YELLOWFIN TUNA,,,,,
2018,Maine,YELLOWFIN TUNA,,,,,
2019,Maine,YELLOWFIN TUNA,,,,,
2020,Maine,YELLOWFIN TUNA,,,,,
2021,Maine,YELLOWFIN TUNA,,,,,
2022,Maine,YELLOWFIN TUNA,,,,,
1981,New Hampshire,YELLOWFIN TUNA,,,,,
1982,New Hampshire,YELLOWFIN TUNA,,,,,
1983,New Hampshire,YELLOWFIN TUNA,,,,,
1984,New Hampshire,YELLOWFIN TUNA,,,,,
1985,New Hampshire,YELLOWFIN TUNA,,,,,
1986,New Hampshire,YELLOWFIN TUNA,,,,,
1987,New Hampshire,YELLOWFIN TUNA,,,,,
1988,New Hampshire,YELLOWFIN TUNA,,,,,
1989,New Hampshire,YELLOWFIN TUNA,,,,,
1990,New Hampshire,YELLOWFIN TUNA,,,,,
1991,New Hampshire,YELLOWFIN TUNA,,,,,
1992,New Hampshire,YELLOWFIN TUNA,,,,,
1993,New Hampshire,YELLOWFIN TUNA,,,,,
1994,New Hampshire,YELLOWFIN TUNA,,,,,
1995,New Hampshire,YELLOWFIN TUNA,,,,,
1996,New Hampshire,YELLOWFIN TUNA,,,,,
1997,New Hampshire,YELLOWFIN TUNA,,,,,
1998,New Hampshire,YELLOWFIN TUNA,,,,,
1999,New Hampshire,YELLOWFIN TUNA,,,,,
2000,New Hampshire,YELLOWFIN TUNA,,,,,
2001,New Hampshire,YELLOWFIN TUNA,,,,,
2002,New Hampshire,YELLOWFIN TUNA,,,,,
2003,New Hampshire,YELLOWFIN TUNA,,,,,
2004,New Hampshire,YELLOWFIN TUNA,,,,,
2005,New Hampshire,YELLOWFIN TUNA,,,,,
2006,New Hampshire,YELLOWFIN TUNA,,,,,
2007,New Hampshire,YELLOWFIN TUNA,,,,,
2008,New Hampshire,YELLOWFIN TUNA,,,,,
2009,New Hampshire,YELLOWFIN TUNA,,,,,
2010,New Hampshire,YELLOWFIN TUNA,,,,,
2011,New Hampshire,YELLOWFIN TUNA,,,,,
2012,New Hampshire,YELLOWFIN TUNA,,,,,
2013,New Hampshire,YELLOWFIN TUNA,,,,,
2014,New Hampshire,YELLOWFIN TUNA,,,,,
2015,New Hampshire,YELLOWFIN TUNA,,,,,
2016,New Hampshire,YELLOWFIN TUNA,,,,,
2017,New Hampshire,YELLOWFIN TUNA,,,,,
2018,New Hampshire,YELLOWFIN TUNA,,,,,
2019,New Hampshire,YELLOWFIN TUNA,,,,,
2020,New Hampshire,YELLOWFIN TUNA,,,,,
2021,New Hampshire,YELLOWFIN TUNA,,,,,
2022,New Hampshire,YELLOWFIN TUNA,,,,,
1982,Massachussets,YELLOWFIN TUNA,,,,,
1983,Massachussets,YELLOWFIN TUNA,,,,,
1984,Massachussets,YELLOWFIN TUNA,,,,,
1985,Massachussets,YELLOWFIN TUNA,,,,,
1986,Massachussets,YELLOWFIN TUNA,,,,,
1991,Massachussets,YELLOWFIN TUNA,,,,,
1992,Massachussets,YELLOWFIN TUNA,,,,,
1993,Massachussets,YELLOWFIN TUNA,,,,,
1996,Massachussets,YELLOWFIN TUNA,,,,,
2004,Massachussets,YELLOWFIN TUNA,,,,,
2005,Massachussets,YELLOWFIN TUNA,,,,,
2006,Massachussets,YELLOWFIN TUNA,,,,,
2007,Massachussets,YELLOWFIN TUNA,,,,,
2009,Massachussets,YELLOWFIN TUNA,,,,,
2010,Massachussets,YELLOWFIN TUNA,,,,,
2011,Massachussets,YELLOWFIN TUNA,,,,,
2013,Massachussets,YELLOWFIN TUNA,,,,,
2015,Massachussets,YELLOWFIN TUNA,,,,,
1982,Rhode Island,YELLOWFIN TUNA,.,.,,,#VALUE!
1983,Rhode Island,YELLOWFIN TUNA,.,.,,,#VALUE!
1992,Rhode Island,YELLOWFIN TUNA,,,,,
2006,Rhode Island,YELLOWFIN TUNA,,,,,
2007,Rhode Island,YELLOWFIN TUNA,,,,,
2008,Rhode Island,YELLOWFIN TUNA,,,,,
2009,Rhode Island,YELLOWFIN TUNA,,,,,
2010,Rhode Island,YELLOWFIN TUNA,,,,,
2011,Rhode Island,YELLOWFIN TUNA,,,,,
2012,Rhode Island,YELLOWFIN TUNA,,,,,
2017,Rhode Island,YELLOWFIN TUNA,,,,,
2018,Rhode Island,YELLOWFIN TUNA,,,,,
2020,Rhode Island,YELLOWFIN TUNA,,,,,
1981,Connecticut,YELLOWFIN TUNA,,,,,
1982,Connecticut,YELLOWFIN TUNA,,,,,
1984,Connecticut,YELLOWFIN TUNA,,,,,
1986,Connecticut,YELLOWFIN TUNA,,,,,
1990,Connecticut,YELLOWFIN TUNA,,,,,
1991,Connecticut,YELLOWFIN TUNA,,,,,
1995,Connecticut,YELLOWFIN TUNA,,,,,
1996,Connecticut,YELLOWFIN TUNA,,,,,
1997,Connecticut,YELLOWFIN TUNA,,,,,
1998,Connecticut,YELLOWFIN TUNA,,,,,
1999,Connecticut,YELLOWFIN TUNA,,,,,
2000,Connecticut,YELLOWFIN TUNA,,,,,
2001,Connecticut,YELLOWFIN TUNA,,,,,
2002,Connecticut,YELLOWFIN TUNA,,,,,
2003,Connecticut,YELLOWFIN TUNA,,,,,
2004,Connecticut,YELLOWFIN TUNA,,,,,
2005,Connecticut,YELLOWFIN TUNA,,,,,
2006,Connecticut,YELLOWFIN TUNA,,,,,
2007,Connecticut,YELLOWFIN TUNA,,,,,
2008,Connecticut,YELLOWFIN TUNA,,,,,
2009,Connecticut,YELLOWFIN TUNA,,,,,
2010,Connecticut,YELLOWFIN TUNA,,,,,
2011,Connecticut,YELLOWFIN TUNA,,,,,
2012,Connecticut,YELLOWFIN TUNA,,,,,
2013,Connecticut,YELLOWFIN TUNA,,,,,
2014,Connecticut,YELLOWFIN TUNA,,,,,
2015,Connecticut,YELLOWFIN TUNA,,,,,
2017,Connecticut,YELLOWFIN TUNA,,,,,
2008,New York,YELLOWFIN TUNA,,,,,
2009,New York,YELLOWFIN TUNA,,,,,
2010,New York,YELLOWFIN TUNA,,,,,
2012,New York,YELLOWFIN TUNA,,,,,
1981,South Carolina,YELLOWFIN TUNA,,,,,
1983,South Carolina,YELLOWFIN TUNA,,,,,
1984,South Carolina,YELLOWFIN TUNA,,,,,
1990,South Carolina,YELLOWFIN TUNA,,,,,
1995,South Carolina,YELLOWFIN TUNA,,,,,
2006,South Carolina,YELLOWFIN TUNA,,,,,
2008,South Carolina,YELLOWFIN TUNA,,,,,
2010,South Carolina,YELLOWFIN TUNA,,,,,
2011,South Carolina,YELLOWFIN TUNA,,,,,
2012,South Carolina,YELLOWFIN TUNA,,,,,
2013,South Carolina,YELLOWFIN TUNA,,,,,
2014,South Carolina,YELLOWFIN TUNA,,,,,
2015,South Carolina,YELLOWFIN TUNA,,,,,
2016,South Carolina,YELLOWFIN TUNA,,,,,
2017,South Carolina,YELLOWFIN TUNA,,,,,
2018,South Carolina,YELLOWFIN TUNA,,,,,
2019,South Carolina,YELLOWFIN TUNA,,,,,
2020,South Carolina,YELLOWFIN TUNA,,,,,
2021,South Carolina,YELLOWFIN TUNA,,,,,
2022,South Carolina,YELLOWFIN TUNA,,,,,
1981,Georgia,YELLOWFIN TUNA,,,,,
1982,Georgia,YELLOWFIN TUNA,,,,,
1983,Georgia,YELLOWFIN TUNA,,,,,
1984,Georgia,YELLOWFIN TUNA,,,,,
1985,Georgia,YELLOWFIN TUNA,,,,,
1986,Georgia,YELLOWFIN TUNA,,,,,
1987,Georgia,YELLOWFIN TUNA,,,,,
1988,Georgia,YELLOWFIN TUNA,,,,,
1989,Georgia,YELLOWFIN TUNA,,,,,
1990,Georgia,YELLOWFIN TUNA,,,,,
1991,Georgia,YELLOWFIN TUNA,,,,,
1992,Georgia,YELLOWFIN TUNA,,,,,
1993,Georgia,YELLOWFIN TUNA,,,,,
1994,Georgia,YELLOWFIN TUNA,,,,,
1995,Georgia,YELLOWFIN TUNA,,,,,
1996,Georgia,YELLOWFIN TUNA,,,,,
1997,Georgia,YELLOWFIN TUNA,,,,,
1998,Georgia,YELLOWFIN TUNA,,,,,
1999,Georgia,YELLOWFIN TUNA,,,,,
2000,Georgia,YELLOWFIN TUNA,,,,,
2001,Georgia,YELLOWFIN TUNA,,,,,
2002,Georgia,YELLOWFIN TUNA,,,,,
2004,Georgia,YELLOWFIN TUNA,,,,,
2005,Georgia,YELLOWFIN TUNA,,,,,
2006,Georgia,YELLOWFIN TUNA,,,,,
2007,Georgia,YELLOWFIN TUNA,,,,,
2008,Georgia,YELLOWFIN TUNA,,,,,
2009,Georgia,YELLOWFIN TUNA,,,,,
2010,Georgia,YELLOWFIN TUNA,,,,,
2011,Georgia,YELLOWFIN TUNA,,,,,
2012,Georgia,YELLOWFIN TUNA,,,,,
2013,Georgia,YELLOWFIN TUNA,,,,,
2014,Georgia,YELLOWFIN TUNA,,,,,
2015,Georgia,YELLOWFIN TUNA,,,,,
2016,Georgia,YELLOWFIN TUNA,,,,,
2017,Georgia,YELLOWFIN TUNA,,,,,
2018,Georgia,YELLOWFIN TUNA,,,,,
2019,Georgia,YELLOWFIN TUNA,,,,,
2020,Georgia,YELLOWFIN TUNA,,,,,
2021,Georgia,YELLOWFIN TUNA,,,,,
2022,Georgia,YELLOWFIN TUNA,,,,,
1981,Maine,Black Sea Bass,,,,,
1982,Maine,Black Sea Bass,,,,,
1983,Maine,Black Sea Bass,,,,,
1984,Maine,Black Sea Bass,,,,,
1985,Maine,Black Sea Bass,,,,,
1986,Maine,Black Sea Bass,,,,,
1987,Maine,Black Sea Bass,,,,,
1988,Maine,Black Sea Bass,,,,,
1989,Maine,Black Sea Bass,,,,,
1990,Maine,Black Sea Bass,,,,,
1991,Maine,Black Sea Bass,,,,,
1992,Maine,Black Sea Bass,,,,,
1993,Maine,Black Sea Bass,,,,,
1994,Maine,Black Sea Bass,,,,,
1995,Maine,Black Sea Bass,,,,,
1996,Maine,Black Sea Bass,,,,,
1997,Maine,Black Sea Bass,,,,,
1998,Maine,Black Sea Bass,,,,,
1999,Maine,Black Sea Bass,,,,,
2000,Maine,Black Sea Bass,,,,,
2001,Maine,Black Sea Bass,,,,,
2002,Maine,Black Sea Bass,,,,,
